"","GEBJAHR","ALTM","count","sectiorate"
"571",2010,45,17,0.588235294117647
"572",2010,46,6,0.833333333333333
"573",2010,47,8,0.875
"574",2010,48,2,1
"575",2010,49,5,1
"576",2010,50,1,1
"577",2010,51,1,1
"578",2010,53,1,1
"579",2011,13,1,0
"580",2011,14,10,0.3
"581",2011,15,39,0.230769230769231
"582",2011,16,155,0.129032258064516
"583",2011,17,320,0.140625
"584",2011,18,585,0.201709401709402
"585",2011,19,868,0.220046082949309
"586",2011,20,1228,0.254071661237785
"587",2011,21,1430,0.232167832167832
"588",2011,22,1664,0.233173076923077
"589",2011,23,1762,0.241203178206583
"590",2011,24,1987,0.281328636134877
"591",2011,25,2239,0.251898168825368
"592",2011,26,2333,0.27475353621946
"593",2011,27,2525,0.275247524752475
"594",2011,28,2646,0.294028722600151
"595",2011,29,2749,0.292833757730084
"596",2011,30,2642,0.298258894776684
"597",2011,31,2228,0.32181328545781
"598",2011,32,1927,0.334717176959004
"599",2011,33,1706,0.355803048065651
"600",2011,34,1448,0.395027624309392
"601",2011,35,1221,0.388206388206388
"602",2011,36,1031,0.419980601357905
"603",2011,37,751,0.434087882822903
"604",2011,38,617,0.486223662884927
"605",2011,39,474,0.483122362869198
"606",2011,40,390,0.515384615384615
"607",2011,41,186,0.456989247311828
"608",2011,42,129,0.589147286821705
"609",2011,43,82,0.609756097560976
"610",2011,44,38,0.552631578947368
"611",2011,45,17,0.764705882352941
"612",2011,46,14,1
"613",2011,47,8,0.875
"614",2011,48,1,1
"615",2011,49,6,1
"616",2011,50,2,0.5
"617",2011,52,2,1
"618",2011,55,1,1
"619",2011,56,1,1
"620",2012,14,7,0.428571428571429
"621",2012,15,29,0.206896551724138
"622",2012,16,117,0.153846153846154
"623",2012,17,326,0.211656441717791
"624",2012,18,506,0.223320158102767
"625",2012,19,847,0.249114521841795
"626",2012,20,1043,0.214765100671141
"627",2012,21,1351,0.24500370096225
"628",2012,22,1623,0.272335181762169
"629",2012,23,1763,0.265456608054453
"630",2012,24,1954,0.2517911975435
"631",2012,25,2239,0.261723983921393
"632",2012,26,2330,0.264377682403433
"633",2012,27,2555,0.286105675146771
"634",2012,28,2766,0.287418655097614
"635",2012,29,2864,0.303421787709497
"636",2012,30,2747,0.319621405169276
"637",2012,31,2577,0.328288707799767
"638",2012,32,2079,0.331409331409331
"639",2012,33,1754,0.359749144811859
"640",2012,34,1464,0.370901639344262
"641",2012,35,1232,0.402597402597403
"642",2012,36,1035,0.410628019323671
"643",2012,37,829,0.423401688781665
"644",2012,38,591,0.461928934010152
"645",2012,39,454,0.504405286343612
"646",2012,40,374,0.516042780748663
"647",2012,41,234,0.517094017094017
"648",2012,42,125,0.504
"649",2012,43,66,0.484848484848485
"650",2012,44,39,0.743589743589744
"651",2012,45,22,0.636363636363636
"652",2012,46,13,0.846153846153846
"653",2012,47,6,1
"654",2012,48,5,1
"655",2012,49,6,1
"656",2012,50,2,1
"657",2012,51,3,1
"658",2012,53,1,1
"659",2012,55,1,1
"660",2013,12,1,0
"661",2013,13,1,0
"662",2013,14,8,0.25
"663",2013,15,42,0.166666666666667
"664",2013,16,115,0.2
"665",2013,17,259,0.212355212355212
"666",2013,18,469,0.200426439232409
"667",2013,19,788,0.232233502538071
"668",2013,20,968,0.191115702479339
"669",2013,21,1329,0.232505643340858
"670",2013,22,1543,0.220349967595593
"671",2013,23,1786,0.258118701007839
"672",2013,24,2035,0.255528255528256
"673",2013,25,2210,0.254751131221719
"674",2013,26,2420,0.263636363636364
"675",2013,27,2494,0.284683239775461
"676",2013,28,2768,0.285043352601156
"677",2013,29,2780,0.303956834532374
"678",2013,30,2690,0.311895910780669
"679",2013,31,2705,0.309796672828096
"680",2013,32,2278,0.344600526777875
"681",2013,33,1802,0.3496115427303
"682",2013,34,1550,0.385161290322581
"683",2013,35,1270,0.397637795275591
"684",2013,36,1004,0.404382470119522
"685",2013,37,796,0.4321608040201
"686",2013,38,629,0.48489666136725
"687",2013,39,478,0.456066945606695
"688",2013,40,356,0.525280898876405
"689",2013,41,234,0.521367521367521
"690",2013,42,148,0.574324324324324
"691",2013,43,100,0.58
"692",2013,44,48,0.625
"693",2013,45,28,0.678571428571429
"694",2013,46,12,0.666666666666667
"695",2013,47,7,0.714285714285714
"696",2013,48,4,1
"697",2013,49,5,1
"698",2013,50,3,1
"699",2013,51,3,0.666666666666667
"700",2013,53,1,1
"701",2013,55,1,1
"702",2014,13,2,0.5
"703",2014,14,13,0
"704",2014,15,45,0.133333333333333
"705",2014,16,102,0.205882352941176
"706",2014,17,235,0.2
"707",2014,18,420,0.24047619047619
"708",2014,19,689,0.25544267053701
"709",2014,20,1017,0.222222222222222
"710",2014,21,1322,0.222390317700454
"711",2014,22,1521,0.239316239316239
"712",2014,23,1760,0.251136363636364
"713",2014,24,2073,0.264833574529667
"714",2014,25,2238,0.281948168007149
"715",2014,26,2452,0.275285481239804
"716",2014,27,2648,0.276057401812689
"717",2014,28,2744,0.297740524781341
"718",2014,29,2891,0.296783120027672
"719",2014,30,2776,0.328890489913545
"720",2014,31,2760,0.323188405797101
"721",2014,32,2512,0.342754777070064
"722",2014,33,2037,0.358861070201276
"723",2014,34,1640,0.373780487804878
"724",2014,35,1368,0.388157894736842
"725",2014,36,1068,0.426966292134831
"726",2014,37,821,0.428745432399513
"727",2014,38,621,0.458937198067633
"728",2014,39,485,0.482474226804124
"729",2014,40,389,0.478149100257069
"730",2014,41,230,0.552173913043478
"731",2014,42,167,0.467065868263473
"732",2014,43,67,0.641791044776119
"733",2014,44,41,0.707317073170732
"734",2014,45,32,0.84375
"735",2014,46,14,0.857142857142857
"736",2014,47,12,0.75
"737",2014,48,5,1
"738",2014,49,1,1
"739",2014,50,3,1
"740",2014,51,1,1
"741",2014,52,1,1
"742",2014,54,1,1
"743",2015,12,1,0
"744",2015,13,2,0
"745",2015,14,12,0.166666666666667
"746",2015,15,33,0.151515151515152
"747",2015,16,110,0.2
"748",2015,17,216,0.166666666666667
"749",2015,18,442,0.194570135746606
"750",2015,19,693,0.206349206349206
"751",2015,20,886,0.2313769751693
"752",2015,21,1214,0.238056013179572
"753",2015,22,1493,0.2357669122572
"754",2015,23,1819,0.240791643760308
