"","GEBJAHR","ALTM","GEBURTENFOLGE_LEB","count","sectiorate","totalbirthsperyear","GEBJAHRdistri","referencedistripar","agecorrectedsectiopar"
"801",1998,55,"1",0,0,81233,0,0,0
"802",1998,55,"2",0,0,81233,0,0,0
"803",1998,55,"3",0,0,81233,0,0,0
"804",1998,55,"4",0,0,81233,0,0,0
"805",1998,56,"1",0,0,81233,0,0,0
"806",1998,56,"2",0,0,81233,0,0,0
"807",1998,56,"3",0,0,81233,0,0,0
"808",1998,56,"4",0,0,81233,0,0,0
"809",1998,57,"1",0,0,81233,0,0,0
"810",1998,57,"2",0,0,81233,0,0,0
"811",1998,57,"3",0,0,81233,0,0,0
"812",1998,57,"4",0,0,81233,0,0,0
"813",1998,58,"1",0,0,81233,0,0,0
"814",1998,58,"2",0,0,81233,0,0,0
"815",1998,58,"3",0,0,81233,0,0,0
"816",1998,58,"4",0,0,81233,0,0,0
"817",1998,59,"1",0,0,81233,0,0,0
"818",1998,59,"2",0,0,81233,0,0,0
"819",1998,59,"3",0,0,81233,0,0,0
"820",1998,59,"4",0,0,81233,0,0,0
"821",1998,60,"1",0,0,81233,0,0,0
"822",1998,60,"2",0,0,81233,0,0,0
"823",1998,60,"3",0,0,81233,0,0,0
"824",1998,60,"4",0,0,81233,0,0,0
"825",1998,61,"1",0,0,81233,0,0,0
"826",1998,61,"2",0,0,81233,0,0,0
"827",1998,61,"3",0,0,81233,0,0,0
"828",1998,61,"4",0,0,81233,0,0,0
"829",1998,66,"1",0,0,81233,0,0,0
"830",1998,66,"2",0,0,81233,0,0,0
"831",1998,66,"3",0,0,81233,0,0,0
"832",1998,66,"4",0,0,81233,0,0,0
"833",1999,11,"1",0,0,78138,0,1.12778987019139e-05,0
"834",1999,11,"2",0,0,78138,0,0,0
"835",1999,11,"3",0,0,78138,0,0,0
"836",1999,11,"4",0,0,78138,0,0,0
"837",1999,12,"1",1,0,78138,1.27978704343597e-05,0,0
"838",1999,12,"2",0,0,78138,0,0,0
"839",1999,12,"3",0,0,78138,0,0,0
"840",1999,12,"4",0,0,78138,0,0,0
"841",1999,13,"1",1,1,78138,1.27978704343597e-05,3.38336961057416e-05,3.38336961057416e-05
"842",1999,13,"2",0,0,78138,0,0,0
"843",1999,13,"3",0,0,78138,0,0,0
"844",1999,13,"4",0,0,78138,0,0,0
"845",1999,14,"1",8,0.125,78138,0.000102382963474878,0.000135334784422966,1.69168480528708e-05
"846",1999,14,"2",1,0,78138,1.27978704343597e-05,2.25557974038277e-05,0
"847",1999,14,"3",0,0,78138,0,0,0
"848",1999,14,"4",0,0,78138,0,0,0
"849",1999,15,"1",51,0.156862745098039,78138,0.000652691392152346,0.000800730807835884,0.000125604832601707
"850",1999,15,"2",1,0,78138,1.27978704343597e-05,3.38336961057416e-05,0
"851",1999,15,"3",0,0,78138,0,0,0
"852",1999,15,"4",0,0,78138,0,0,0
"853",1999,16,"1",162,0.0864197530864197,78138,0.00207325501036628,0.00239091452480574,0.000206622242884446
"854",1999,16,"2",6,0.166666666666667,78138,7.67872226061583e-05,6.76673922114832e-05,1.12778987019139e-05
"855",1999,16,"3",0,0,78138,0,0,0
"856",1999,16,"4",0,0,78138,0,0,0
"857",1999,17,"1",485,0.119587628865979,78138,0.00620696716066447,0.00633817907047559,0.000757967806366153
"858",1999,17,"2",25,0.08,78138,0.000319946760858993,0.000417282251970813,3.3382580157665e-05
"859",1999,17,"3",0,0,78138,0,3.38336961057416e-05,0
"860",1999,17,"4",0,0,78138,0,0,0
"861",1999,18,"1",823,0.117861482381531,78138,0.0105326473674781,0.0103869447044627,0.00122422070028296
"862",1999,18,"2",72,0.152777777777778,78138,0.0009214466712739,0.00128568045201818,0.000196423402391666
"863",1999,18,"3",4,0,78138,5.11914817374389e-05,6.76673922114832e-05,0
"864",1999,18,"4",0,0,78138,0,0,0
"865",1999,19,"1",1274,0.130298273155416,78138,0.0163044869333743,0.0186536444529655,0.00243053766027651
"866",1999,19,"2",183,0.136612021857924,78138,0.00234201028948783,0.00289841996639186,0.000395959011802167
"867",1999,19,"3",7,0.285714285714286,78138,8.95850930405181e-05,0.000315781163653588,9.02231896153109e-05
"868",1999,19,"4",1,0,78138,1.27978704343597e-05,2.25557974038277e-05,0
"869",1999,20,"1",1643,0.137553256238588,78138,0.021026901123653,0.023300138718154,0.00320500995149289
"870",1999,20,"2",419,0.109785202863962,78138,0.00536230771199672,0.00609006529903348,0.000668599054309165
"871",1999,20,"3",33,0.151515151515152,78138,0.000422329724333871,0.000552617036393779,8.37298539990574e-05
"872",1999,20,"4",1,1,78138,1.27978704343597e-05,6.76673922114832e-05,6.76673922114832e-05
"873",1999,21,"1",1817,0.142542652724271,78138,0.0232537305792316,0.0269090663027665,0.00383568969312962
"874",1999,21,"2",613,0.115823817292007,78138,0.00784509457626251,0.00996966245249185,0.00115472436236039
"875",1999,21,"3",87,0.137931034482759,78138,0.0011134147277893,0.00147740472995072,0.000203779962751823
"876",1999,21,"4",5,0,78138,6.39893521717986e-05,0.000203002176634449,0
"877",1999,22,"1",1965,0.152162849872774,78138,0.0251478154035169,0.0287924753859861,0.00438114510962333
"878",1999,22,"2",897,0.0880713489409142,78138,0.0114796897796207,0.0153943317281124,0.00135579956133877
"879",1999,22,"3",150,0.0866666666666667,78138,0.00191968056515396,0.00230069133519043,0.000199393249049837
"880",1999,22,"4",16,0.125,78138,0.000204765926949756,0.000360892758461243,4.51115948076554e-05
"881",1999,23,"1",2141,0.169079869219991,78138,0.0274002405999642,0.0331457442849248,0.00560427810889434
"882",1999,23,"2",1201,0.0999167360532889,78138,0.015370242391666,0.0197363227283493,0.001971988948711
"883",1999,23,"3",199,0.120603015075377,78138,0.00254677621643758,0.00324803482615119,0.000391722793103661
"884",1999,23,"4",39,0.0769230769230769,78138,0.000499116946940029,0.000518783340288038,3.99064107913875e-05
"885",1999,24,"1",2521,0.163823879412931,78138,0.0322634313650209,0.0345216479265583,0.00565547028705616
"886",1999,24,"2",1590,0.105660377358491,78138,0.020348613990632,0.0242474822091148,0.00256199812020836
"887",1999,24,"3",341,0.0791788856304985,78138,0.00436407381811667,0.00448860368336172,0.000355402637685532
"888",1999,24,"4",66,0.0909090909090909,78138,0.000844659448667742,0.000924787693556936,8.4071608505176e-05
"889",1999,25,"1",2560,0.17421875,78138,0.0327625483119609,0.0389764179138143,0.00679042280842234
"890",1999,25,"2",1717,0.108328479906814,78138,0.0219739435357956,0.0283188036405057,0.00306773295115554
"891",1999,25,"3",444,0.117117117117117,78138,0.00568225447285572,0.00621412218475454,0.000727780075691973
"892",1999,25,"4",96,0.15625,78138,0.00122859556169853,0.00124056885721052,0.000193838883939144
"893",1999,26,"1",2644,0.173600605143722,78138,0.0338375694284471,0.0386380809527569,0.0067075942349907
"894",1999,26,"2",2002,0.122877122877123,78138,0.0256213366095882,0.0325367377550215,0.0039980207231445
"895",1999,26,"3",565,0.130973451327434,78138,0.00723079679541324,0.00807497547057032,0.00105760740676496
"896",1999,26,"4",118,0.135593220338983,78138,0.00151014871125445,0.00204129966504641,0.00027678639526053
"897",1999,27,"1",2717,0.187707029812293,78138,0.0347718139701554,0.035220877646077,0.0066112063303273
"898",1999,27,"2",2203,0.123921924648207,78138,0.0281937085668945,0.0334728033472803,0.00414801421416592
"899",1999,27,"3",632,0.117088607594937,78138,0.00808825411451534,0.00977793817455932,0.00114488516600853
"900",1999,27,"4",162,0.111111111111111,78138,0.00207325501036628,0.00217663444946937,0.000241848272163264
"901",1999,28,"1",2494,0.207297514033681,78138,0.0319178888632932,0.0307435518614172,0.00637306187343732
"902",1999,28,"2",2359,0.120389995760916,78138,0.0301901763546546,0.0329991316018,0.00397276531365459
"903",1999,28,"3",724,0.104972375690608,78138,0.00926565819447644,0.0103869447044627,0.00109034226179442
"904",1999,28,"4",206,0.101941747572816,78138,0.0026363613094781,0.00294353156119952,0.000300068751384417
"905",1999,29,"1",2428,0.219110378912685,78138,0.0310732294146254,0.0262549481780555,0.00575273164362665
"906",1999,29,"2",2362,0.124047417442845,78138,0.0302285699659577,0.0315893942640607,0.00391858277704055
"907",1999,29,"3",811,0.109741060419236,78138,0.0103790729222657,0.0114696229798464,0.00125868858841718
"908",1999,29,"4",275,0.127272727272727,78138,0.00351941436944892,0.00358637178720861,0.000456447318372005
"909",1999,30,"1",2126,0.212135465663217,78138,0.0272082725434488,0.0220708477596454,0.00468200956707436
"910",1999,30,"2",2334,0.146958011996572,78138,0.0298702295937956,0.0279579108820445,0.00410863900280259
"911",1999,30,"3",856,0.11214953271028,78138,0.0109549770918119,0.0127101918370569,0.00142544207518395
"912",1999,30,"4",275,0.101818181818182,78138,0.00351941436944892,0.00438710259504449,0.000446686809677257
"913",1999,31,"1",1835,0.217438692098093,78138,0.0234840922470501,0.0179093031386392,0.00389417545085397
"914",1999,31,"2",2034,0.153883972468043,78138,0.0260308684634877,0.0235933640844038,0.00363064058919291
"915",1999,31,"3",828,0.1243961352657,78138,0.0105966367196498,0.0118530715357115,0.00147447629007039
"916",1999,31,"4",311,0.090032154340836,78138,0.00398013770508587,0.00416154462100621,0.000374672827614707
"917",1999,32,"1",1389,0.266378689704824,78138,0.0177762420333257,0.0128116929253741,0.00341276197436172
"918",1999,32,"2",1846,0.158179848320693,78138,0.023624868821828,0.0192062614893593,0.00303804352919443
"919",1999,32,"3",819,0.141636141636142,78138,0.0104814558857406,0.0105222794888856,0.00149033506802287
"920",1999,32,"4",330,0.118181818181818,78138,0.00422329724333871,0.00452243737946746,0.000534469872118881
"921",1999,33,"1",1117,0.280214861235452,78138,0.0142952212751798,0.0108042269564335,0.00302750495735334
"922",1999,33,"2",1496,0.163770053475936,78138,0.0191456141698021,0.0153266643359009,0.00251004863789821
"923",1999,33,"3",783,0.135376756066411,78138,0.0100207325501037,0.00952982440311721,0.00129011671357653
"924",1999,33,"4",358,0.103351955307263,78138,0.00458163761550078,0.00490588593533253,0.000507032903931016
"925",1999,34,"1",894,0.305369127516779,78138,0.0114412961683176,0.00720657727052296,0.00220066621348184
"926",1999,34,"2",1265,0.163636363636364,78138,0.016189306099465,0.0111087302213852,0.00181779221804484
"927",1999,34,"3",725,0.158620689655172,78138,0.0092784560649108,0.00821031025499329,0.00130232507492997
"928",1999,34,"4",376,0.11436170212766,78138,0.00481199928331926,0.00453371527816937,0.000518483396173625
"929",1999,35,"1",700,0.297142857142857,78138,0.00895850930405181,0.00596600841331243,0.00177275678566998
"930",1999,35,"2",978,0.205521472392638,78138,0.0125163172848038,0.00844714612773348,0.00173606990968756
"931",1999,35,"3",623,0.168539325842697,78138,0.00797307328060611,0.00613517689384114,0.00103401857761368
"932",1999,35,"4",363,0.0991735537190083,78138,0.00464562696767258,0.00459010477167894,0.000455217002149978
"933",1999,36,"1",519,0.371868978805395,78138,0.0066420947554327,0.00410515512749664,0.00152657984509991
"934",1999,36,"2",738,0.204607046070461,78138,0.00944482838055748,0.00652990334840812,0.0013360642352434
"935",1999,36,"3",511,0.158512720156556,78138,0.00653971179195782,0.00505249861845741,0.000800885299598924
"936",1999,36,"4",317,0.0914826498422713,78138,0.00405692492769203,0.00355253809110287,0.000324995598239694
"937",1999,37,"1",398,0.311557788944724,78138,0.00509355243287517,0.00281947467547847,0.000878429295877713
"938",1999,37,"2",523,0.216061185468451,78138,0.00669328623717013,0.00431943520283301,0.00093326229047826
"939",1999,37,"3",380,0.136842105263158,78138,0.00486319076505669,0.00383448555865071,0.00052471907644694
"940",1999,37,"4",262,0.125954198473282,78138,0.00335304205380225,0.00340592540797799,0.000428990604821655
"941",1999,38,"1",268,0.354477611940299,78138,0.00342982927640841,0.00243602611961339,0.000863516721504748
"942",1999,38,"2",383,0.268929503916449,78138,0.00490158437635977,0.00338336961057416,0.000909887910937698
"943",1999,38,"3",265,0.177358490566038,78138,0.00339143566510533,0.00284203047288229,0.000504058234813086
"944",1999,38,"4",235,0.106382978723404,78138,0.00300749955207453,0.00245858191701722,0.000261551267767789
"945",1999,39,"1",174,0.419540229885057,78138,0.00222682945557859,0.0014661268312488,0.000615099187822773
"946",1999,39,"2",269,0.237918215613383,78138,0.00344262714684277,0.00216535655076746,0.000515177766725344
"947",1999,39,"3",210,0.185714285714286,78138,0.00268755279121554,0.00182701958971005,0.000339303638089008
"948",1999,39,"4",195,0.112820512820513,78138,0.00249558473470015,0.00221046814557512,0.000249386149757193
"949",1999,40,"1",134,0.417910447761194,78138,0.0017149146382042,0.000890953997451195,0.000372338984009455
"950",1999,40,"2",197,0.218274111675127,78138,0.00252118047556887,0.00120673516110478,0.000263399045317288
"951",1999,40,"3",157,0.254777070063694,78138,0.00200926565819448,0.00127440255331627,0.000324688548615609
"952",1999,40,"4",142,0.161971830985915,78138,0.00181729760167908,0.00151123842605646,0.000244778054924637
"953",1999,41,"1",85,0.482352941176471,78138,0.00108781898692058,0.000428560150672727,0.000206717249148021
"954",1999,41,"2",93,0.344086021505376,78138,0.00119020195039545,0.000575172833797607,0.000197908932059392
"955",1999,41,"3",93,0.225806451612903,78138,0.00119020195039545,0.000879676098749281,0.000198636538427257
"956",1999,41,"4",118,0.101694915254237,78138,0.00151014871125445,0.00103756668057608,0.000105515255651804
"957",1999,42,"1",38,0.473684210526316,78138,0.000486319076505669,0.000360892758461243,0.000170949201376378
"958",1999,42,"2",49,0.142857142857143,78138,0.000627095651283626,0.00034961485975933,4.99449799656185e-05
"959",1999,42,"3",40,0.25,78138,0.000511914817374389,0.000462393846778468,0.000115598461694617
"960",1999,42,"4",78,0.166666666666667,78138,0.000998233893880058,0.000857120301345453,0.000142853383557576
"961",1999,43,"1",26,0.5,78138,0.000332744631293353,0.000180446379230622,9.02231896153109e-05
"962",1999,43,"2",32,0.34375,78138,0.000409531853899511,0.000259391670144019,8.91658866120064e-05
"963",1999,43,"3",29,0.241379310344828,78138,0.000371138242596432,0.000304503264951674,7.35007880917834e-05
"964",1999,43,"4",37,0.135135135135135,78138,0.00047352120607131,0.000473671745480382,6.40096953351868e-05
"965",1999,44,"1",8,0.375,78138,0.000102382963474878,4.51115948076554e-05,1.69168480528708e-05
"966",1999,44,"2",14,0.357142857142857,78138,0.000179170186081036,9.02231896153109e-05,3.22225677197539e-05
"967",1999,44,"3",16,0.3125,78138,0.000204765926949756,0.000214280075336363,6.69625235426135e-05
"968",1999,44,"4",31,0.193548387096774,78138,0.000396733983465151,0.000259391670144019,5.02048393827133e-05
"969",1999,45,"1",0,0,78138,0,3.38336961057416e-05,0
"970",1999,45,"2",4,0.75,78138,5.11914817374389e-05,4.51115948076554e-05,3.38336961057416e-05
"971",1999,45,"3",8,0.125,78138,0.000102382963474878,7.8945290913397e-05,9.86816136417463e-06
"972",1999,45,"4",14,0.285714285714286,78138,0.000179170186081036,0.000203002176634449,5.8000621895557e-05
"973",1999,46,"1",2,0.5,78138,2.55957408687194e-05,1.12778987019139e-05,5.63894935095693e-06
"974",1999,46,"2",3,0,78138,3.83936113030792e-05,0,0
"975",1999,46,"3",0,0,78138,0,1.12778987019139e-05,0
"976",1999,46,"4",7,0.428571428571429,78138,8.95850930405181e-05,0.000101501088317225,4.35004664216677e-05
"977",1999,47,"1",1,1,78138,1.27978704343597e-05,0,0
"978",1999,47,"2",0,0,78138,0,1.12778987019139e-05,0
"979",1999,47,"3",1,0,78138,1.27978704343597e-05,2.25557974038277e-05,0
"980",1999,47,"4",1,0,78138,1.27978704343597e-05,6.76673922114832e-05,0
"981",1999,48,"1",0,0,78138,0,0,0
"982",1999,48,"2",0,0,78138,0,1.12778987019139e-05,0
"983",1999,48,"3",2,0,78138,2.55957408687194e-05,0,0
"984",1999,48,"4",1,0,78138,1.27978704343597e-05,2.25557974038277e-05,0
"985",1999,49,"1",0,0,78138,0,0,0
"986",1999,49,"2",0,0,78138,0,0,0
"987",1999,49,"3",0,0,78138,0,0,0
"988",1999,49,"4",1,0,78138,1.27978704343597e-05,0,0
"989",1999,50,"1",0,0,78138,0,0,0
"990",1999,50,"2",0,0,78138,0,0,0
"991",1999,50,"3",0,0,78138,0,0,0
"992",1999,50,"4",0,0,78138,0,1.12778987019139e-05,0
"993",1999,51,"1",0,0,78138,0,0,0
"994",1999,51,"2",0,0,78138,0,0,0
"995",1999,51,"3",0,0,78138,0,0,0
"996",1999,51,"4",0,0,78138,0,0,0
"997",1999,52,"1",0,0,78138,0,0,0
"998",1999,52,"2",0,0,78138,0,0,0
"999",1999,52,"3",0,0,78138,0,0,0
"1000",1999,52,"4",0,0,78138,0,0,0
"1001",1999,53,"1",0,0,78138,0,0,0
"1002",1999,53,"2",0,0,78138,0,0,0
"1003",1999,53,"3",0,0,78138,0,0,0
"1004",1999,53,"4",0,0,78138,0,0,0
"1005",1999,54,"1",0,0,78138,0,0,0
"1006",1999,54,"2",0,0,78138,0,0,0
"1007",1999,54,"3",0,0,78138,0,0,0
"1008",1999,54,"4",0,0,78138,0,0,0
"1009",1999,55,"1",0,0,78138,0,0,0
"1010",1999,55,"2",0,0,78138,0,0,0
"1011",1999,55,"3",0,0,78138,0,0,0
"1012",1999,55,"4",0,0,78138,0,0,0
"1013",1999,56,"1",0,0,78138,0,0,0
"1014",1999,56,"2",0,0,78138,0,0,0
"1015",1999,56,"3",0,0,78138,0,0,0
"1016",1999,56,"4",0,0,78138,0,0,0
"1017",1999,57,"1",0,0,78138,0,0,0
"1018",1999,57,"2",0,0,78138,0,0,0
"1019",1999,57,"3",0,0,78138,0,0,0
"1020",1999,57,"4",0,0,78138,0,0,0
"1021",1999,58,"1",0,0,78138,0,0,0
"1022",1999,58,"2",0,0,78138,0,0,0
"1023",1999,58,"3",0,0,78138,0,0,0
"1024",1999,58,"4",0,0,78138,0,0,0
"1025",1999,59,"1",0,0,78138,0,0,0
"1026",1999,59,"2",0,0,78138,0,0,0
"1027",1999,59,"3",0,0,78138,0,0,0
"1028",1999,59,"4",0,0,78138,0,0,0
"1029",1999,60,"1",0,0,78138,0,0,0
"1030",1999,60,"2",0,0,78138,0,0,0
"1031",1999,60,"3",0,0,78138,0,0,0
"1032",1999,60,"4",0,0,78138,0,0,0
"1033",1999,61,"1",0,0,78138,0,0,0
"1034",1999,61,"2",0,0,78138,0,0,0
"1035",1999,61,"3",0,0,78138,0,0,0
"1036",1999,61,"4",0,0,78138,0,0,0
"1037",1999,66,"1",0,0,78138,0,0,0
"1038",1999,66,"2",0,0,78138,0,0,0
"1039",1999,66,"3",0,0,78138,0,0,0
"1040",1999,66,"4",0,0,78138,0,0,0
"1041",2000,11,"1",0,0,78268,0,1.12778987019139e-05,0
"1042",2000,11,"2",0,0,78268,0,0,0
"1043",2000,11,"3",0,0,78268,0,0,0
"1044",2000,11,"4",0,0,78268,0,0,0
"1045",2000,12,"1",0,0,78268,0,0,0
"1046",2000,12,"2",0,0,78268,0,0,0
"1047",2000,12,"3",0,0,78268,0,0,0
"1048",2000,12,"4",0,0,78268,0,0,0
"1049",2000,13,"1",1,0,78268,1.27766136863086e-05,3.38336961057416e-05,0
"1050",2000,13,"2",0,0,78268,0,0,0
"1051",2000,13,"3",0,0,78268,0,0,0
"1052",2000,13,"4",0,0,78268,0,0,0
"1053",2000,14,"1",5,0,78268,6.38830684315429e-05,0.000135334784422966,0
"1054",2000,14,"2",0,0,78268,0,2.25557974038277e-05,0
"1055",2000,14,"3",0,0,78268,0,0,0
"1056",2000,14,"4",0,0,78268,0,0,0
"1057",2000,15,"1",61,0.131147540983607,78268,0.000779373434864823,0.000800730807835884,0.000105013876437493
"1058",2000,15,"2",2,0.5,78268,2.55532273726172e-05,3.38336961057416e-05,1.69168480528708e-05
"1059",2000,15,"3",1,0,78268,1.27766136863086e-05,0,0
"1060",2000,15,"4",0,0,78268,0,0,0
"1061",2000,16,"1",178,0.0955056179775281,78268,0.00227423723616293,0.00239091452480574,0.00022834576922302
"1062",2000,16,"2",9,0.111111111111111,78268,0.000114989523176777,6.76673922114832e-05,7.51859913460924e-06
"1063",2000,16,"3",0,0,78268,0,0,0
"1064",2000,16,"4",0,0,78268,0,0,0
"1065",2000,17,"1",479,0.110647181628392,78268,0.00611999795574181,0.00633817907047559,0.000701301650804188
"1066",2000,17,"2",19,0.105263157894737,78268,0.000242755660039863,0.000417282251970813,4.3924447575875e-05
"1067",2000,17,"3",0,0,78268,0,3.38336961057416e-05,0
"1068",2000,17,"4",0,0,78268,0,0,0
"1069",2000,18,"1",837,0.120669056152927,78268,0.0106940256554403,0.0103869447044627,0.00125338281380015
"1070",2000,18,"2",86,0.127906976744186,78268,0.00109878877702254,0.00128568045201818,0.000164447499676744
"1071",2000,18,"3",2,0,78268,2.55532273726172e-05,6.76673922114832e-05,0
"1072",2000,18,"4",0,0,78268,0,0,0
"1073",2000,19,"1",1390,0.133812949640288,78268,0.0177594930239689,0.0186536444529655,0.00249609918579251
"1074",2000,19,"2",184,0.0923913043478261,78268,0.00235089691828078,0.00289841996639186,0.000267788801242726
"1075",2000,19,"3",11,0.0909090909090909,78268,0.000140542750549394,0.000315781163653588,2.87073785139626e-05
"1076",2000,19,"4",2,0,78268,2.55532273726172e-05,2.25557974038277e-05,0
"1077",2000,20,"1",1679,0.138177486599166,78268,0.0214519343793121,0.023300138718154,0.00321955460548644
"1078",2000,20,"2",344,0.0959302325581395,78268,0.00439515510809015,0.00609006529903348,0.000584221380430538
"1079",2000,20,"3",28,0.107142857142857,78268,0.00035774518321664,0.000552617036393779,5.92089681850478e-05
"1080",2000,20,"4",3,0.666666666666667,78268,3.83298410589257e-05,6.76673922114832e-05,4.51115948076554e-05
"1081",2000,21,"1",1845,0.140379403794038,78268,0.0235728522512393,0.0269090663027665,0.00377747868423659
"1082",2000,21,"2",616,0.144480519480519,78268,0.00787039403076609,0.00996966245249185,0.00144042201018145
"1083",2000,21,"3",89,0.202247191011236,78268,0.00113711861808146,0.00147740472995072,0.000298800956619246
"1084",2000,21,"4",9,0.111111111111111,78268,0.000114989523176777,0.000203002176634449,2.25557974038277e-05
"1085",2000,22,"1",1956,0.156441717791411,78268,0.0249910563704196,0.0287924753859861,0.00450434430885058
"1086",2000,22,"2",920,0.114130434782609,78268,0.0117544845914039,0.0153943317281124,0.00175696177331718
"1087",2000,22,"3",115,0.0782608695652174,78268,0.00146931057392549,0.00230069133519043,0.000180054104493164
"1088",2000,22,"4",12,0.0833333333333333,78268,0.000153319364235703,0.000360892758461243,3.0074396538437e-05
"1089",2000,23,"1",2039,0.163805787150564,78268,0.0260515153063832,0.0331457442849248,0.00542946473328342
"1090",2000,23,"2",1169,0.124037639007699,78268,0.0149358613992947,0.0197363227283493,0.00244804687391843
"1091",2000,23,"3",185,0.108108108108108,78268,0.00236367353196709,0.00324803482615119,0.000351138900124453
"1092",2000,23,"4",36,0.166666666666667,78268,0.000459958092707109,0.000518783340288038,8.64638900480062e-05
"1093",2000,24,"1",2294,0.170880557977332,78268,0.0293095517963919,0.0345216479265583,0.0058990784599873
"1094",2000,24,"2",1467,0.0961145194274029,78268,0.0187432922778147,0.0242474822091148,0.00233053509985357
"1095",2000,24,"3",318,0.116352201257862,78268,0.00406296315224613,0.00448860368336172,0.000522258919133281
"1096",2000,24,"4",60,0.0833333333333333,78268,0.000766596821178515,0.000924787693556936,7.70656411297447e-05
"1097",2000,25,"1",2538,0.176910953506698,78268,0.0324270455358512,0.0389764179138143,0.00689535525740844
"1098",2000,25,"2",1722,0.137630662020906,78268,0.0220013287678234,0.0283188036405057,0.00389753569268284
"1099",2000,25,"3",446,0.114349775784753,78268,0.00569836970409363,0.00621412218475454,0.000710583478525743
"1100",2000,25,"4",92,0.119565217391304,78268,0.00117544845914039,0.00124056885721052,0.000148328885101258
"1101",2000,26,"1",2566,0.193686671862822,78268,0.0327847907190678,0.0386380809527569,0.00748368130690576
"1102",2000,26,"2",1982,0.119576185671039,78268,0.0253232483262636,0.0325367377550215,0.00389061899492437
"1103",2000,26,"3",479,0.100208768267223,78268,0.00611999795574181,0.00807497547057032,0.000809183345693895
"1104",2000,26,"4",136,0.0882352941176471,78268,0.00173761946133797,0.00204129966504641,0.000180114676327624
"1105",2000,27,"1",2668,0.174662668665667,78268,0.0340880053150713,0.035220877646077,0.00615177248241075
"1106",2000,27,"2",2223,0.120557804768331,78268,0.028402412224664,0.0334728033472803,0.00403540769099016
"1107",2000,27,"3",584,0.121575342465753,78268,0.00746154239280421,0.00977793817455932,0.00118875618218101
"1108",2000,27,"4",162,0.0925925925925926,78268,0.00206981141718199,0.00217663444946937,0.00020154022680272
"1109",2000,28,"1",2498,0.200160128102482,78268,0.0319159809883988,0.0307435518614172,0.00615363327890656
"1110",2000,28,"2",2329,0.119793902962645,78268,0.0297567332754127,0.0329991316018,0.00395309476895757
"1111",2000,28,"3",661,0.111951588502269,78268,0.00844534164664997,0.0103869447044627,0.00116283495934983
"1112",2000,28,"4",219,0.0776255707762557,78268,0.00279807839730158,0.00294353156119952,0.000228493317536036
"1113",2000,29,"1",2426,0.21681780708986,78268,0.0309960648029846,0.0262549481780555,0.0056925402892239
"1114",2000,29,"2",2350,0.146382978723404,78268,0.0300250421628252,0.0315893942640607,0.00462414962844123
"1115",2000,29,"3",805,0.127950310559006,78268,0.0102851740174784,0.0114696229798464,0.00146754182226606
"1116",2000,29,"4",217,0.119815668202765,78268,0.00277252516992896,0.00358637178720861,0.000429703532107944
"1117",2000,30,"1",2127,0.248236953455571,78268,0.0271758573107784,0.0220708477596454,0.0054788000080361
"1118",2000,30,"2",2356,0.140067911714771,78268,0.030101701844943,0.0279579108820445,0.00391600619315563
"1119",2000,30,"3",822,0.113138686131387,78268,0.0105023764501457,0.0127101918370569,0.0014380144049225
"1120",2000,30,"4",264,0.140151515151515,78268,0.00337302601318547,0.00438710259504449,0.000614859075820629
"1121",2000,31,"1",1859,0.237762237762238,78268,0.0237517248428477,0.0179093031386392,0.00425815599100513
"1122",2000,31,"2",2187,0.15546410608139,78268,0.0279424541319569,0.0235933640844038,0.00366792125683461
"1123",2000,31,"3",857,0.121353558926488,78268,0.0109495579291665,0.0118530715357115,0.00143841241506884
"1124",2000,31,"4",323,0.130030959752322,78268,0.00412684622067767,0.00416154462100621,0.000541129641121551
"1125",2000,32,"1",1525,0.251147540983607,78268,0.0194843358716206,0.0128116929253741,0.00321762517404479
"1126",2000,32,"2",1888,0.167372881355932,78268,0.0241222466397506,0.0192062614893593,0.00321460732554954
"1127",2000,32,"3",819,0.15018315018315,78268,0.0104640466090867,0.0105222794888856,0.00158026908074839
"1128",2000,32,"4",328,0.115853658536585,78268,0.00419072928910921,0.00452243737946746,0.000523940915913913
"1129",2000,33,"1",1187,0.304128053917439,78268,0.0151658404456483,0.0108042269564335,0.00328586851834245
"1130",2000,33,"2",1615,0.186996904024768,78268,0.0206342311033884,0.0153266643359009,0.0028660387798403
"1131",2000,33,"3",789,0.134347275031686,78268,0.0100807481984975,0.00952982440311721,0.00128030594008926
"1132",2000,33,"4",309,0.15210355987055,78268,0.00394797362906935,0.00490588593533253,0.000746202715082941
"1133",2000,34,"1",935,0.289839572192513,78268,0.0119461337966985,0.00720657727052296,0.00208875127306066
"1134",2000,34,"2",1290,0.2,78268,0.0164818316553381,0.0111087302213852,0.00222174604427703
"1135",2000,34,"3",775,0.153548387096774,78268,0.00990187560688915,0.00821031025499329,0.00126067989721832
"1136",2000,34,"4",336,0.125,78268,0.00429294219859968,0.00453371527816937,0.000566714409771171
"1137",2000,35,"1",723,0.341632088520055,78268,0.0092374916952011,0.00596600841331243,0.00203817991436815
"1138",2000,35,"2",995,0.226130653266332,78268,0.012712730617877,0.00844714612773348,0.00191015867210054
"1139",2000,35,"3",600,0.171666666666667,78268,0.00766596821178515,0.00613517689384114,0.00105320536677606
"1140",2000,35,"4",347,0.121037463976945,78268,0.00443348494914908,0.00459010477167894,0.000555574640952494
