"","GEBJAHR","ALTM","GEBURTENFOLGE_LEB","count","sectiorate","totalbirthsperyear","GEBJAHRdistri","referencedistripar","agecorrectedsectiopar"
"311",1996,36,"3",481,0.126819126819127,88809,0.00541611773581506,0.00505249861845741,0.000640753463047613
"312",1996,36,"4",371,0.0943396226415094,88809,0.00417750453219831,0.00355253809110287,0.000335145102934233
"313",1996,37,"1",281,0.334519572953737,88809,0.00316409372923915,0.00281947467547847,0.000943169464394931
"314",1996,37,"2",462,0.201298701298701,88809,0.00520217545519035,0.00431943520283301,0.000869496696674177
"315",1996,37,"3",355,0.140845070422535,88809,0.00399734261167224,0.00383448555865071,0.000540068388542354
"316",1996,37,"4",278,0.111510791366906,88809,0.00313031336914052,0.00340592540797799,0.000379797437580279
"317",1996,38,"1",199,0.346733668341709,88809,0.00224076388654303,0.00243602611961339,0.00084465227262977
"318",1996,38,"2",273,0.172161172161172,88809,0.00307401276897612,0.00338336961057416,0.000582484878010936
"319",1996,38,"3",271,0.11070110701107,88809,0.00305149252891036,0.00284203047288229,0.000314615919507265
"320",1996,38,"4",231,0.164502164502165,88809,0.00260108772759518,0.00245858191701722,0.000404442046955214
"321",1996,39,"1",149,0.389261744966443,88809,0.00167775788489905,0.0014661268312488,0.00057070708867403
